"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"11002","Non-Native 22","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",2715,"Non-Native","Main"
"11008","Non-Native 22","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",3610,"Non-Native","Main"
"11015","Non-Native 22","gp",2,"Ambiguous","!","{The_mother}","0",1575,"Non-Native","Sub"
"11030","Non-Native 22","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",3520,"Non-Native","Main"
"11034","Non-Native 22","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",2250,"Non-Native","Main"
"11037","Non-Native 22","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",2047,"Non-Native","Main"
"11048","Non-Native 22","gp",7,"Unambiguous","!","{The_lady}","1",1918,"Non-Native","Sub"
"11051","Non-Native 22","gp",5,"Unambiguous","!","{The_father_washed_the_boy}","0",3128,"Non-Native","Main"
"11058","Non-Native 22","gp",11,"Unambiguous","!","{The_friend}","1",1018,"Non-Native","Sub"
"11061","Non-Native 22","gp",1,"Unambiguous","!","{The_lawyer_calmed_the_man_down}","0",3181,"Non-Native","Main"
"11075","Non-Native 22","gp",8,"Ambiguous","!","{Mary_dressed_herself}","1",2267,"Non-Native","Main"
"11082","Non-Native 22","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",2071,"Non-Native","Main"
"11089","Non-Native 22","gp",3,"Unambiguous","!","{The_president}","1",3000,"Non-Native","Sub"
"11100","Non-Native 22","gp",22,"Ambiguous","!","{The_two_footballers}","0",1693,"Non-Native","Sub"
"11103","Non-Native 22","gp",18,"Ambiguous","!","{The_father}","0",1485,"Non-Native","Sub"
"11110","Non-Native 22","gp",10,"Ambiguous","!","{The_General}","1",1722,"Non-Native","Sub"
"11117","Non-Native 22","gp",16,"Ambiguous","!","{The_researcher_woke_the_assistant_up}","0",1848,"Non-Native","Main"
"11127","Non-Native 22","gp",23,"Unambiguous","!","{The_child}","1",2266,"Non-Native","Sub"
"11134","Non-Native 22","gp",9,"Unambiguous","!","{The_pianist_calmed_the_singer_down}","0",2652,"Non-Native","Main"
"11139","Non-Native 22","gp",17,"Unambiguous","!","{The_two_men_fought_the_terrorist}","0",2408,"Non-Native","Main"
"11143","Non-Native 22","gp",19,"Unambiguous","!","{The_basketball_player}","1",1600,"Non-Native","Sub"
"11147","Non-Native 22","gp",6,"Ambiguous","!","{The_two_kids}","0",2125,"Non-Native","Sub"
"11151","Non-Native 22","gp",14,"Ambiguous","!","{The_nurse}","1",1497,"Non-Native","Sub"
"11180","Non-Native 23","gp",2,"Unambiguous","!","{The_baby}","1",2010,"Non-Native","Sub"
"11184","Non-Native 23","gp",23,"Ambiguous","!","{The_mother_washed_herself}","1",5790,"Non-Native","Main"
"11191","Non-Native 23","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",3995,"Non-Native","Main"
"11198","Non-Native 23","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",2091,"Non-Native","Main"
"11202","Non-Native 23","gp",5,"Ambiguous","!","{The_boy}","1",4521,"Non-Native","Sub"
"11213","Non-Native 23","gp",6,"Unambiguous","!","{The_neighbour}","1",1632,"Non-Native","Sub"
"11221","Non-Native 23","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",3135,"Non-Native","Main"
"11229","Non-Native 23","gp",22,"Unambiguous","!","{The_coach}","1",1478,"Non-Native","Sub"
"11232","Non-Native 23","gp",17,"Ambiguous","!","{The_terrorist}","1",1359,"Non-Native","Sub"
"11235","Non-Native 23","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",2986,"Non-Native","Main"
"11242","Non-Native 23","gp",14,"Unambiguous","!","{The_nurse}","1",1632,"Non-Native","Sub"
"11245","Non-Native 23","gp",13,"Ambiguous","!","{The_boy}","1",1459,"Non-Native","Sub"
"11251","Non-Native 23","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",2279,"Non-Native","Main"
"11254","Non-Native 23","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",3142,"Non-Native","Main"
"11261","Non-Native 23","gp",18,"Unambiguous","!","{The_baby}","1",1367,"Non-Native","Sub"
"11271","Non-Native 23","gp",9,"Ambiguous","!","{The_singer}","1",2247,"Non-Native","Sub"
"11287","Non-Native 23","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",2772,"Non-Native","Main"
"11291","Non-Native 23","gp",11,"Ambiguous","!","{The_lady_woke_her_friend_up}","0",4685,"Non-Native","Main"
"11297","Non-Native 23","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",4007,"Non-Native","Main"
"11304","Non-Native 23","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",2128,"Non-Native","Main"
"11307","Non-Native 23","gp",10,"Unambiguous","!","{The_General}","1",1700,"Non-Native","Sub"
"11328","Non-Native 23","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",3196,"Non-Native","Main"
"11331","Non-Native 23","gp",1,"Ambiguous","!","{The_man}","1",2796,"Non-Native","Sub"
"11339","Non-Native 23","gp",21,"Ambiguous","!","{The_child}","1",1787,"Non-Native","Sub"
"11360","Non-Native 24","gp",7,"Unambiguous","!","{The_man_woke_the_lady_up}","0",7669,"Non-Native","Main"
"11366","Non-Native 24","gp",9,"Unambiguous","!","{The_singer}","1",2451,"Non-Native","Sub"
"11369","Non-Native 24","gp",1,"Unambiguous","!","{The_man}","1",4181,"Non-Native","Sub"
"11377","Non-Native 24","gp",24,"Ambiguous","!","{The_director}","1",1442,"Non-Native","Sub"
"11380","Non-Native 24","gp",13,"Unambiguous","!","{The_boy}","1",1860,"Non-Native","Sub"
"11387","Non-Native 24","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",3279,"Non-Native","Main"
"11394","Non-Native 24","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",2800,"Non-Native","Main"
"11399","Non-Native 24","gp",8,"Ambiguous","!","{The_boy}","1",5285,"Non-Native","Sub"
"11419","Non-Native 24","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",4631,"Non-Native","Main"
"11426","Non-Native 24","gp",21,"Unambiguous","!","{Anna}","0",3079,"Non-Native","Sub"
"11433","Non-Native 24","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",3547,"Non-Native","Main"
"11449","Non-Native 24","gp",4,"Ambiguous","!","{The_friend}","1",1989,"Non-Native","Sub"
"11453","Non-Native 24","gp",16,"Ambiguous","!","{The_assistant}","1",3009,"Non-Native","Sub"
"11460","Non-Native 24","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",4869,"Non-Native","Main"
"11471","Non-Native 24","gp",18,"Ambiguous","!","{The_father_washed_himself}","1",7878,"Non-Native","Main"
"11477","Non-Native 24","gp",12,"Ambiguous","!","{The_baby}","1",2500,"Non-Native","Sub"
"11483","Non-Native 24","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",2837,"Non-Native","Main"
"11487","Non-Native 24","gp",17,"Unambiguous","!","{The_terrorist}","1",2614,"Non-Native","Sub"
"11490","Non-Native 24","gp",2,"Ambiguous","!","{The_mother_dressed_herself}","1",2385,"Non-Native","Main"
"11496","Non-Native 24","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",2160,"Non-Native","Main"
"11500","Non-Native 24","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",2068,"Non-Native","Main"
"11504","Non-Native 24","gp",5,"Unambiguous","!","{The_boy}","1",1651,"Non-Native","Sub"
"11507","Non-Native 24","gp",20,"Ambiguous","!","{The_man}","1",3171,"Non-Native","Sub"
"11515","Non-Native 24","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",5192,"Non-Native","Main"
"11535","Non-Native 25","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",3643,"Non-Native","Main"
"11541","Non-Native 25","gp",12,"Unambiguous","!","{The_baby}","1",4237,"Non-Native","Sub"
"11548","Non-Native 25","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",3779,"Non-Native","Main"
"11555","Non-Native 25","gp",7,"Ambiguous","!","{The_lady}","1",1344,"Non-Native","Sub"
"11565","Non-Native 25","gp",24,"Unambiguous","!","{The_director}","1",1666,"Non-Native","Sub"
"11577","Non-Native 25","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",2519,"Non-Native","Main"
"11584","Non-Native 25","gp",3,"Ambiguous","!","{The_president}","1",1883,"Non-Native","Sub"
"11592","Non-Native 25","gp",23,"Ambiguous","!","{The_mother}","0",2022,"Non-Native","Sub"
"11595","Non-Native 25","gp",4,"Unambiguous","!","{The_friend}","1",2008,"Non-Native","Sub"
"11601","Non-Native 25","gp",21,"Ambiguous","!","{Anna_dressed_herself}","1",3566,"Non-Native","Main"
"11604","Non-Native 25","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",4856,"Non-Native","Main"
"11622","Non-Native 25","gp",8,"Unambiguous","!","{The_boy}","1",1786,"Non-Native","Sub"
"11629","Non-Native 25","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",2891,"Non-Native","Main"
"11639","Non-Native 25","gp",20,"Unambiguous","!","{The_man}","1",2031,"Non-Native","Sub"
"11642","Non-Native 25","gp",17,"Ambiguous","!","{The_two_men_fought_the_terrorist}","0",3535,"Non-Native","Main"
"11645","Non-Native 25","gp",11,"Ambiguous","!","{The_lady}","0",2793,"Non-Native","Sub"
"11648","Non-Native 25","gp",16,"Unambiguous","!","{The_researcher}","0",2541,"Non-Native","Sub"
"11662","Non-Native 25","gp",15,"Ambiguous","!","{The_boy}","1",1765,"Non-Native","Sub"
"11666","Non-Native 25","gp",18,"Unambiguous","!","{The_father_washed_himself}","1",2831,"Non-Native","Main"
"11670","Non-Native 25","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",3486,"Non-Native","Main"
"11673","Non-Native 25","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3716,"Non-Native","Main"
"11677","Non-Native 25","gp",19,"Ambiguous","!","{The_coach}","0",3375,"Non-Native","Sub"
"11681","Non-Native 25","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",3446,"Non-Native","Main"
"11698","Non-Native 25","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",3272,"Non-Native","Main"
"11722","Non-Native 26","gp",14,"Ambiguous","!","{The_nurse}","1",3461,"Non-Native","Sub"
"11729","Non-Native 26","gp",2,"Ambiguous","!","{The_mother}","0",1455,"Non-Native","Sub"
"11735","Non-Native 26","gp",19,"Unambiguous","!","{The_basketball_player}","1",2806,"Non-Native","Sub"
"11742","Non-Native 26","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",3148,"Non-Native","Main"
"11749","Non-Native 26","gp",22,"Ambiguous","!","{The_coach}","1",1645,"Non-Native","Sub"
"11755","Non-Native 26","gp",23,"Unambiguous","!","{The_child}","1",1580,"Non-Native","Sub"
"11763","Non-Native 26","gp",3,"Unambiguous","!","{The_president}","1",1649,"Non-Native","Sub"
"11767","Non-Native 26","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",2210,"Non-Native","Main"
"11775","Non-Native 26","gp",18,"Ambiguous","!","{The_father}","0",1775,"Non-Native","Sub"
"11781","Non-Native 26","gp",16,"Ambiguous","!","{The_researcher_woke_the_assistant_up}","0",3131,"Non-Native","Main"
"11788","Non-Native 26","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",3691,"Non-Native","Main"
"11802","Non-Native 26","gp",20,"Ambiguous","!","{The_two_friends_met_each_other}","1",7330,"Non-Native","Main"
"11815","Non-Native 26","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",4074,"Non-Native","Main"
"11819","Non-Native 26","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",6552,"Non-Native","Main"
"11829","Non-Native 26","gp",24,"Ambiguous","!","{The_two_actresses_met_each_other}","1",2391,"Non-Native","Main"
"11833","Non-Native 26","gp",15,"Unambiguous","!","{The_aunt}","0",2063,"Non-Native","Sub"
"11840","Non-Native 26","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",3636,"Non-Native","Main"
"11851","Non-Native 26","gp",10,"Ambiguous","!","{The_General}","1",3422,"Non-Native","Sub"
"11857","Non-Native 26","gp",11,"Unambiguous","!","{The_friend}","1",2391,"Non-Native","Sub"
"11865","Non-Native 26","gp",7,"Unambiguous","!","{The_lady}","1",2007,"Non-Native","Sub"
"11869","Non-Native 26","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",2465,"Non-Native","Main"
"11873","Non-Native 26","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",1556,"Non-Native","Main"
"11876","Non-Native 26","gp",5,"Unambiguous","!","{The_father_washed_the_boy}","0",7529,"Non-Native","Main"
"11879","Non-Native 26","gp",6,"Ambiguous","!","{The_neighbour}","1",1850,"Non-Native","Sub"
"11896","Non-Native 27","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",4764,"Non-Native","Main"
"11906","Non-Native 27","gp",17,"Ambiguous","!","{The_terrorist}","1",2380,"Non-Native","Sub"
"11910","Non-Native 27","gp",14,"Unambiguous","!","{The_nurse}","1",2762,"Non-Native","Sub"
"11920","Non-Native 27","gp",2,"Unambiguous","!","{The_mother}","0",2672,"Non-Native","Sub"
"11927","Non-Native 27","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",7744,"Non-Native","Main"
"11931","Non-Native 27","gp",6,"Unambiguous","!","{The_neighbour}","1",2528,"Non-Native","Sub"
"11935","Non-Native 27","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",3397,"Non-Native","Main"
"11941","Non-Native 27","gp",23,"Ambiguous","!","{The_mother_washed_herself}","1",4001,"Non-Native","Main"
"11947","Non-Native 27","gp",9,"Ambiguous","!","{The_singer}","1",2570,"Non-Native","Sub"
"11950","Non-Native 27","gp",22,"Unambiguous","!","{The_coach}","1",2450,"Non-Native","Sub"
"11956","Non-Native 27","gp",1,"Ambiguous","!","{The_man}","1",4137,"Non-Native","Sub"
"11964","Non-Native 27","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",6800,"Non-Native","Main"
"11967","Non-Native 27","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",4481,"Non-Native","Main"
"11981","Non-Native 27","gp",5,"Ambiguous","!","{The_boy}","1",3675,"Non-Native","Sub"
"11988","Non-Native 27","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",3527,"Non-Native","Main"
"12003","Non-Native 27","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",3866,"Non-Native","Main"
"12009","Non-Native 27","gp",10,"Unambiguous","!","{The_General}","1",2442,"Non-Native","Sub"
"12022","Non-Native 27","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",3974,"Non-Native","Main"
"12029","Non-Native 27","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",4413,"Non-Native","Main"
"12032","Non-Native 27","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",5829,"Non-Native","Main"
"12035","Non-Native 27","gp",21,"Ambiguous","!","{The_child}","1",3048,"Non-Native","Sub"
"12039","Non-Native 27","gp",13,"Ambiguous","!","{The_boy}","1",4911,"Non-Native","Sub"
"12051","Non-Native 27","gp",18,"Unambiguous","!","{The_baby}","1",2094,"Non-Native","Sub"
"12055","Non-Native 27","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",5898,"Non-Native","Main"
"12075","Non-Native 28","gp",4,"Ambiguous","!","{The_two_children}","0",9667,"Non-Native","Sub"
"12083","Non-Native 28","gp",15,"Unambiguous","!","{The_aunt_dressed_the_boy}","0",9078,"Non-Native","Main"
"12087","Non-Native 28","gp",8,"Ambiguous","!","{The_boy}","1",3140,"Non-Native","Sub"
"12096","Non-Native 28","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",4511,"Non-Native","Main"
"12099","Non-Native 28","gp",5,"Unambiguous","!","{The_boy}","1",1718,"Non-Native","Sub"
"12107","Non-Native 28","gp",9,"Unambiguous","!","{The_singer}","1",2028,"Non-Native","Sub"
"12118","Non-Native 28","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",7252,"Non-Native","Main"
"12121","Non-Native 28","gp",1,"Unambiguous","!","{The_man}","1",2162,"Non-Native","Sub"
"12128","Non-Native 28","gp",20,"Ambiguous","!","{The_man}","1",1923,"Non-Native","Sub"
"12134","Non-Native 28","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",10153,"Non-Native","Main"
"12140","Non-Native 28","gp",17,"Unambiguous","!","{The_terrorist}","1",1875,"Non-Native","Sub"
"12147","Non-Native 28","gp",12,"Ambiguous","!","{The_baby}","1",9099,"Non-Native","Sub"
"12153","Non-Native 28","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",6885,"Non-Native","Main"
"12160","Non-Native 28","gp",24,"Ambiguous","!","{The_director}","1",3074,"Non-Native","Sub"
"12163","Non-Native 28","gp",16,"Ambiguous","!","{The_assistant}","1",2979,"Non-Native","Sub"
"12178","Non-Native 28","gp",18,"Ambiguous","!","{The_father_washed_himself}","1",15127,"Non-Native","Main"
"12189","Non-Native 28","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",3049,"Non-Native","Main"
"12198","Non-Native 28","gp",21,"Unambiguous","!","{Anna}","0",6773,"Non-Native","Sub"
"12205","Non-Native 28","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",4927,"Non-Native","Main"
"12209","Non-Native 28","gp",13,"Unambiguous","!","{The_boy}","1",1911,"Non-Native","Sub"
"12213","Non-Native 28","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",3401,"Non-Native","Main"
"12217","Non-Native 28","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",3576,"Non-Native","Main"
"12231","Non-Native 28","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",31716,"Non-Native","Main"
"12238","Non-Native 28","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",5959,"Non-Native","Main"
"12256","Non-Native 29","gp",15,"Ambiguous","!","{The_boy}","1",1733,"Non-Native","Sub"
"12259","Non-Native 29","gp",24,"Unambiguous","!","{The_actresses}","0",2109,"Non-Native","Sub"
"12266","Non-Native 29","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",3130,"Non-Native","Main"
"12270","Non-Native 29","gp",3,"Ambiguous","!","{The_two_journalists}","0",1339,"Non-Native","Sub"
"12273","Non-Native 29","gp",9,"Ambiguous","!","{The_pianist_calmed_the_singer_down}","0",3503,"Non-Native","Main"
"12280","Non-Native 29","gp",16,"Unambiguous","!","{The_assistant}","1",2563,"Non-Native","Sub"
"12284","Non-Native 29","gp",7,"Ambiguous","!","{The_lady}","1",1982,"Non-Native","Sub"
"12295","Non-Native 29","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",3428,"Non-Native","Main"
"12305","Non-Native 29","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",2151,"Non-Native","Main"
"12330","Non-Native 29","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",3153,"Non-Native","Main"
"12340","Non-Native 29","gp",4,"Unambiguous","!","{The_friend}","1",1948,"Non-Native","Sub"
"12343","Non-Native 29","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",3459,"Non-Native","Main"
"12349","Non-Native 29","gp",23,"Ambiguous","!","{The_mother}","0",5783,"Non-Native","Sub"
"12356","Non-Native 29","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3042,"Non-Native","Main"
"12360","Non-Native 29","gp",19,"Ambiguous","!","{The_basketball_player}","1",2377,"Non-Native","Sub"
"12363","Non-Native 29","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",2974,"Non-Native","Main"
"12369","Non-Native 29","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",4497,"Non-Native","Main"
"12377","Non-Native 29","gp",11,"Ambiguous","!","{The_friend}","1",3673,"Non-Native","Sub"
"12389","Non-Native 29","gp",12,"Unambiguous","!","{The_baby}","1",1748,"Non-Native","Sub"
"12393","Non-Native 29","gp",20,"Unambiguous","!","{The_man}","1",1862,"Non-Native","Sub"
"12399","Non-Native 29","gp",8,"Unambiguous","!","{The_boy}","1",2040,"Non-Native","Sub"
"12406","Non-Native 29","gp",18,"Unambiguous","!","{The_father_washed_the_baby}","0",2134,"Non-Native","Main"
"12409","Non-Native 29","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",4989,"Non-Native","Main"
"12412","Non-Native 29","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",3605,"Non-Native","Main"
"12439","Non-Native 30","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",5199,"Non-Native","Main"
"12450","Non-Native 30","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",2870,"Non-Native","Main"
"12457","Non-Native 30","gp",6,"Ambiguous","!","{The_neighbour}","1",2960,"Non-Native","Sub"
"12463","Non-Native 30","gp",11,"Unambiguous","!","{The_friend}","1",2181,"Non-Native","Sub"
"12469","Non-Native 30","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",6710,"Non-Native","Main"
"12472","Non-Native 30","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",5658,"Non-Native","Main"
"12481","Non-Native 30","gp",3,"Unambiguous","!","{The_president}","1",2924,"Non-Native","Sub"
"12488","Non-Native 30","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",4853,"Non-Native","Main"
"12494","Non-Native 30","gp",15,"Unambiguous","!","{The_boy}","1",4282,"Non-Native","Sub"
"12501","Non-Native 30","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",4048,"Non-Native","Main"
"12505","Non-Native 30","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",4287,"Non-Native","Main"
"12516","Non-Native 30","gp",21,"Unambiguous","!","{Anna_dressed_the_child}","0",5530,"Non-Native","Main"
"12524","Non-Native 30","gp",10,"Ambiguous","!","{The_two_soldiers}","0",6938,"Non-Native","Sub"
"12533","Non-Native 30","gp",4,"Ambiguous","!","{The_two_children_hugged_each_other}","1",5979,"Non-Native","Main"
"12541","Non-Native 30","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",3845,"Non-Native","Main"
"12548","Non-Native 30","gp",19,"Unambiguous","!","{The_basketball_player}","1",3359,"Non-Native","Sub"
"12555","Non-Native 30","gp",22,"Ambiguous","!","{The_two_footballers}","0",3225,"Non-Native","Sub"
"12559","Non-Native 30","gp",18,"Ambiguous","!","{The_father}","0",3287,"Non-Native","Sub"
"12566","Non-Native 30","gp",2,"Ambiguous","!","{The_mother}","0",2848,"Non-Native","Sub"
"12574","Non-Native 30","gp",24,"Ambiguous","!","{The_two_actresses_met_each_other}","1",5746,"Non-Native","Main"
"12578","Non-Native 30","gp",23,"Unambiguous","!","{The_child}","1",2206,"Non-Native","Sub"
"12589","Non-Native 30","gp",7,"Unambiguous","!","{The_lady}","1",3274,"Non-Native","Sub"
"12592","Non-Native 30","gp",14,"Ambiguous","!","{The_nurse}","1",2603,"Non-Native","Sub"
"12595","Non-Native 30","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",4718,"Non-Native","Main"
"12615","Non-Native 31","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",4024,"Non-Native","Main"
"12619","Non-Native 31","gp",17,"Ambiguous","!","{The_terrorist}","1",2608,"Non-Native","Sub"
"12623","Non-Native 31","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",4874,"Non-Native","Main"
"12626","Non-Native 31","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",5252,"Non-Native","Main"
"12633","Non-Native 31","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",5692,"Non-Native","Main"
"12641","Non-Native 31","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",4455,"Non-Native","Main"
"12655","Non-Native 31","gp",10,"Unambiguous","!","{The_two_soldiers}","0",3122,"Non-Native","Sub"
"12658","Non-Native 31","gp",22,"Unambiguous","!","{The_coach}","1",1785,"Non-Native","Sub"
"12661","Non-Native 31","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",4658,"Non-Native","Main"
"12673","Non-Native 31","gp",13,"Ambiguous","!","{The_girl}","0",3320,"Non-Native","Sub"
"12694","Non-Native 31","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",8108,"Non-Native","Main"
"12708","Non-Native 31","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",3584,"Non-Native","Main"
"12715","Non-Native 31","gp",6,"Unambiguous","!","{The_neighbour}","1",2595,"Non-Native","Sub"
"12718","Non-Native 31","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",3693,"Non-Native","Main"
"12722","Non-Native 31","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",4422,"Non-Native","Main"
"12735","Non-Native 31","gp",18,"Unambiguous","!","{The_baby}","1",6588,"Non-Native","Sub"
"12738","Non-Native 31","gp",9,"Ambiguous","!","{The_pianist}","0",1916,"Non-Native","Sub"
"12748","Non-Native 31","gp",2,"Unambiguous","!","{The_baby}","1",2040,"Non-Native","Sub"
"12751","Non-Native 31","gp",14,"Unambiguous","!","{The_nurse}","1",2285,"Non-Native","Sub"
"12758","Non-Native 31","gp",20,"Unambiguous","!","{The_two_friends_met_the_man}","0",7358,"Non-Native","Main"
"12764","Non-Native 31","gp",5,"Ambiguous","!","{The_boy}","1",3780,"Non-Native","Sub"
"12772","Non-Native 31","gp",21,"Ambiguous","!","{Anna}","0",2180,"Non-Native","Sub"
"12776","Non-Native 31","gp",1,"Ambiguous","!","{The_lawyer}","0",2042,"Non-Native","Sub"
"12779","Non-Native 31","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",2802,"Non-Native","Main"
"12802","Non-Native 32","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",6450,"Non-Native","Main"
"12805","Non-Native 32","gp",20,"Ambiguous","!","{The_man}","1",1854,"Non-Native","Sub"
"12812","Non-Native 32","gp",17,"Unambiguous","!","{The_terrorist}","1",1456,"Non-Native","Sub"
"12815","Non-Native 32","gp",1,"Unambiguous","!","{The_man}","1",3443,"Non-Native","Sub"
"12822","Non-Native 32","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",4654,"Non-Native","Main"
"12835","Non-Native 32","gp",5,"Unambiguous","!","{The_boy}","1",2548,"Non-Native","Sub"
"12847","Non-Native 32","gp",9,"Unambiguous","!","{The_singer}","1",3645,"Non-Native","Sub"
"12850","Non-Native 32","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",4547,"Non-Native","Main"
"12856","Non-Native 32","gp",21,"Unambiguous","!","{The_child}","1",1846,"Non-Native","Sub"
"12864","Non-Native 32","gp",3,"Unambiguous","!","{The_two_journalists_met_the_president}","0",4469,"Non-Native","Main"
"12872","Non-Native 32","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",3432,"Non-Native","Main"
"12882","Non-Native 32","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",3327,"Non-Native","Main"
"12889","Non-Native 32","gp",24,"Ambiguous","!","{The_director}","1",1989,"Non-Native","Sub"
"12892","Non-Native 32","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",4131,"Non-Native","Main"
"12899","Non-Native 32","gp",23,"Unambiguous","!","{The_mother_washed_the_child}","0",2033,"Non-Native","Main"
